id,category,itemName,description,unit,estimatedPrice,displayLabel,originalNo,sourceFile,notes
KU1405-TONR-009,ټونر,ټونر,A 78,عدد,350,ټونر | ټونر | A 78 | عدد,10,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-010,ټونر,ټونر,A 126,عدد,2500,ټونر | ټونر | A 126 | عدد,11,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-011,ټونر,ټونر,A 19,عدد,400,ټونر | ټونر | A 19 | عدد,12,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-012,ټونر,ټونر,Epson 310 څلور رنګه,سيټ,250,ټونر | ټونر | Epson 310 څلور رنګه | سيټ,13,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-013,ټونر,ټونر,A 79,عدد,350,ټونر | ټونر | A 79 | عدد,14,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-014,ټونر,ټونر,M 4021 DN,عدد,500,ټونر | ټونر | M 4021 DN | عدد,15,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-015,ټونر,ټونر,Canon 2206,عدد,600,ټونر | ټونر | Canon 2206 | عدد,16,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-016,ټونر,ټونر,CP1525n,سيټ,2400,ټونر | ټونر | CP1525n | سيټ,17,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-017,ټونر,ټونر,(201A) 277n رنګه,سيټ,27250,ټونر | ټونر | (201A) 277n رنګه | سيټ,18,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-018,ټونر,ټونر,M 15a,عدد,400,ټونر | ټونر | M 15a | عدد,19,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-019,ټونر,ټونر,Epson 382 څلور رنګه,سيټ,300,ټونر | ټونر | Epson 382 څلور رنګه | سيټ,21,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-020,ټونر,ټونر,T 795 Desing jet(۶) رنګه مايع,سيټ,500,ټونر | ټونر | T 795 Desing jet(۶) رنګه مايع | سيټ,27,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-021,ټونر,ټونر,HP421dw,عدد,800,ټونر | ټونر | HP421dw | عدد,29,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-022,ټونر,ټونر,P 2035 N,عدد,500,ټونر | ټونر | P 2035 N | عدد,30,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-023,ټونر,ټونر,Canon 2520,عدد,600,ټونر | ټونر | Canon 2520 | عدد,31,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-024,ټونر,ټونر,4555,عدد,1200,ټونر | ټونر | 4555 | عدد,32,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-025,ټونر,ټونر,CEXL 42/ 2202,عدد,600,ټونر | ټونر | CEXL 42/ 2202 | عدد,34,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-026,ټونر,ټونر,CP 1515,سيټ,2200,ټونر | ټونر | CP 1515 | سيټ,35,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-027,ټونر,ټونر,L 850 رنګه,سيټ,250,ټونر | ټونر | L 850 رنګه | سيټ,36,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-028,ټونر,ټونر,6004i,عدد,10200,ټونر | ټونر | 6004i | عدد,37,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-029,ټونر,ټونر,6003i,عدد,10200,ټونر | ټونر | 6003i | عدد,38,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-030,ټونر,ټونر,150A,عدد,600,ټونر | ټونر | 150A | عدد,39,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-031,ټونر,ټونر,44A,عدد,400,ټونر | ټونر | 44A | عدد,40,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
KU1405-TONR-032,ټونر,ټونر,136A,عدد,650,ټونر | ټونر | 136A | عدد,41,د ۱۴۰۵ کال ټونرانو تخمیني نرخو لیست(1).xlsx,
